#This is the full journey report starting at time 0
#For every pair of vertices, the foremost and shortest journeys are displayed
#Each edge is in the form (originNode[traversalTime]destinationNode)

#This report is for the trace: null
#Uploaded to DTNTES by: null
#No link to the trace was provided


Node 38 to node 0
Foremost Journey: 38 [49] 0
Shortest Journey: 38 [49] 0

Node 38 to node 1
Foremost Journey: 38 [49] 1
Shortest Journey: 38 [49] 1

Node 38 to node 2
Foremost Journey: 38 [49] 2
Shortest Journey: 38 [49] 2

Node 38 to node 3
Foremost Journey: 38 [49] 3
Shortest Journey: 38 [49] 3

Node 38 to node 4
Foremost Journey: 38 [49] 4
Shortest Journey: 38 [49] 4

Node 38 to node 5
Foremost Journey: 38 [49] 5
Shortest Journey: 38 [49] 5

Node 38 to node 6
Foremost Journey: 38 [49] 6
Shortest Journey: 38 [49] 6

Node 38 to node 7
Foremost Journey: 38 [49] 7
Shortest Journey: 38 [49] 7

Node 38 to node 8
Foremost Journey: 38 [49] 8
Shortest Journey: 38 [49] 8

Node 38 to node 9
Foremost Journey: 38 [49] 9
Shortest Journey: 38 [49] 9

Node 38 to node 10
Foremost Journey: 38 [49] 10
Shortest Journey: 38 [49] 10

Node 38 to node 11
Foremost Journey: 38 [49] 11
Shortest Journey: 38 [49] 11

Node 38 to node 12
Foremost Journey: 38 [49] 12
Shortest Journey: 38 [49] 12

Node 38 to node 13
Foremost Journey: 38 [49] 13
Shortest Journey: 38 [49] 13

Node 38 to node 14
Foremost Journey: 38 [49] 14
Shortest Journey: 38 [49] 14

Node 38 to node 15
Foremost Journey: 38 [49] 15
Shortest Journey: 38 [49] 15

Node 38 to node 16
Foremost Journey: 38 [49] 16
Shortest Journey: 38 [49] 16

Node 38 to node 17
Foremost Journey: 38 [49] 17
Shortest Journey: 38 [49] 17

Node 38 to node 18
Foremost Journey: 38 [49] 18
Shortest Journey: 38 [49] 18

Node 38 to node 19
Foremost Journey: 38 [49] 19
Shortest Journey: 38 [49] 19

Node 38 to node 20
Foremost Journey: 38 [49] 20
Shortest Journey: 38 [49] 20

Node 38 to node 21
Foremost Journey: 38 [49] 21
Shortest Journey: 38 [49] 21

Node 38 to node 22
Foremost Journey: 38 [49] 22
Shortest Journey: 38 [49] 22

Node 38 to node 23
Foremost Journey: 38 [49] 23
Shortest Journey: 38 [49] 23

Node 38 to node 24
Foremost Journey: 38 [49] 24
Shortest Journey: 38 [49] 24

Node 38 to node 25
Foremost Journey: 38 [49] 25
Shortest Journey: 38 [49] 25

Node 38 to node 26
Foremost Journey: 38 [49] 26
Shortest Journey: 38 [49] 26

Node 38 to node 27
Foremost Journey: 38 [49] 27
Shortest Journey: 38 [49] 27

Node 38 to node 28
Foremost Journey: 38 [49] 28
Shortest Journey: 38 [49] 28

Node 38 to node 29
Foremost Journey: 38 [49] 29
Shortest Journey: 38 [49] 29

Node 38 to node 30
Foremost Journey: 38 [49] 30
Shortest Journey: 38 [49] 30

Node 38 to node 31
Foremost Journey: 38 [49] 31
Shortest Journey: 38 [49] 31

Node 38 to node 32
Foremost Journey: 38 [49] 32
Shortest Journey: 38 [49] 32

Node 38 to node 33
Foremost Journey: 38 [49] 33
Shortest Journey: 38 [49] 33

Node 38 to node 34
Foremost Journey: 38 [49] 34
Shortest Journey: 38 [49] 34

Node 38 to node 35
Foremost Journey: 38 [49] 35
Shortest Journey: 38 [49] 35

Node 38 to node 36
Foremost Journey: 38 [49] 36
Shortest Journey: 38 [49] 36

Node 38 to node 37
Foremost Journey: 38 [49] 37
Shortest Journey: 38 [49] 37

Node 38 to node 39
Foremost Journey: 38 [49] 39
Shortest Journey: 38 [49] 39

Node 38 to node 40
Foremost Journey: 38 [49] 40
Shortest Journey: 38 [49] 40

Node 38 to node 41
Foremost Journey: 38 [49] 41
Shortest Journey: 38 [49] 41

Node 38 to node 42
Foremost Journey: 38 [49] 42
Shortest Journey: 38 [49] 42

Node 38 to node 43
Foremost Journey: 38 [49] 43
Shortest Journey: 38 [49] 43

Node 38 to node 44
Foremost Journey: 38 [49] 44
Shortest Journey: 38 [49] 44

Node 38 to node 45
Foremost Journey: 38 [49] 45
Shortest Journey: 38 [49] 45

Node 38 to node 46
Foremost Journey: 38 [49] 46
Shortest Journey: 38 [49] 46

Node 38 to node 47
Foremost Journey: 38 [49] 47
Shortest Journey: 38 [49] 47

Node 38 to node 48
Foremost Journey: 38 [49] 48
Shortest Journey: 38 [49] 48

Node 38 to node 49
Foremost Journey: 38 [49] 49
Shortest Journey: 38 [49] 49

Node 39 to node 0
Foremost Journey: 39 [49] 0
Shortest Journey: 39 [49] 0

Node 39 to node 1
Foremost Journey: 39 [49] 1
Shortest Journey: 39 [49] 1

Node 39 to node 2
Foremost Journey: 39 [49] 2
Shortest Journey: 39 [49] 2

Node 39 to node 3
Foremost Journey: 39 [49] 3
Shortest Journey: 39 [49] 3

Node 39 to node 4
Foremost Journey: 39 [49] 4
Shortest Journey: 39 [49] 4

Node 39 to node 5
Foremost Journey: 39 [49] 5
Shortest Journey: 39 [49] 5

Node 39 to node 6
Foremost Journey: 39 [49] 6
Shortest Journey: 39 [49] 6

Node 39 to node 7
Foremost Journey: 39 [49] 7
Shortest Journey: 39 [49] 7

Node 39 to node 8
Foremost Journey: 39 [49] 8
Shortest Journey: 39 [49] 8

Node 39 to node 9
Foremost Journey: 39 [49] 9
Shortest Journey: 39 [49] 9

Node 39 to node 10
Foremost Journey: 39 [49] 10
Shortest Journey: 39 [49] 10

Node 39 to node 11
Foremost Journey: 39 [49] 11
Shortest Journey: 39 [49] 11

Node 39 to node 12
Foremost Journey: 39 [49] 12
Shortest Journey: 39 [49] 12

Node 39 to node 13
Foremost Journey: 39 [49] 13
Shortest Journey: 39 [49] 13

Node 39 to node 14
Foremost Journey: 39 [49] 14
Shortest Journey: 39 [49] 14

Node 39 to node 15
Foremost Journey: 39 [49] 15
Shortest Journey: 39 [49] 15

Node 39 to node 16
Foremost Journey: 39 [49] 16
Shortest Journey: 39 [49] 16

Node 39 to node 17
Foremost Journey: 39 [49] 17
Shortest Journey: 39 [49] 17

Node 39 to node 18
Foremost Journey: 39 [49] 18
Shortest Journey: 39 [49] 18

Node 39 to node 19
Foremost Journey: 39 [49] 19
Shortest Journey: 39 [49] 19

Node 39 to node 20
Foremost Journey: 39 [49] 20
Shortest Journey: 39 [49] 20

Node 39 to node 21
Foremost Journey: 39 [49] 21
Shortest Journey: 39 [49] 21

Node 39 to node 22
Foremost Journey: 39 [49] 22
Shortest Journey: 39 [49] 22

Node 39 to node 23
Foremost Journey: 39 [49] 23
Shortest Journey: 39 [49] 23

Node 39 to node 24
Foremost Journey: 39 [49] 24
Shortest Journey: 39 [49] 24

Node 39 to node 25
Foremost Journey: 39 [49] 25
Shortest Journey: 39 [49] 25

Node 39 to node 26
Foremost Journey: 39 [49] 26
Shortest Journey: 39 [49] 26

Node 39 to node 27
Foremost Journey: 39 [49] 27
Shortest Journey: 39 [49] 27

Node 39 to node 28
Foremost Journey: 39 [49] 28
Shortest Journey: 39 [49] 28

Node 39 to node 29
Foremost Journey: 39 [49] 29
Shortest Journey: 39 [49] 29

Node 39 to node 30
Foremost Journey: 39 [49] 30
Shortest Journey: 39 [49] 30

Node 39 to node 31
Foremost Journey: 39 [49] 31
Shortest Journey: 39 [49] 31

Node 39 to node 32
Foremost Journey: 39 [49] 32
Shortest Journey: 39 [49] 32

Node 39 to node 33
Foremost Journey: 39 [49] 33
Shortest Journey: 39 [49] 33

Node 39 to node 34
Foremost Journey: 39 [49] 34
Shortest Journey: 39 [49] 34

Node 39 to node 35
Foremost Journey: 39 [49] 35
Shortest Journey: 39 [49] 35

Node 39 to node 36
Foremost Journey: 39 [49] 36
Shortest Journey: 39 [49] 36

Node 39 to node 37
Foremost Journey: 39 [49] 37
Shortest Journey: 39 [49] 37

Node 39 to node 38
Foremost Journey: 39 [49] 38
Shortest Journey: 39 [49] 38

Node 39 to node 40
Foremost Journey: 39 [49] 40
Shortest Journey: 39 [49] 40

Node 39 to node 41
Foremost Journey: 39 [49] 41
Shortest Journey: 39 [49] 41

Node 39 to node 42
Foremost Journey: 39 [49] 42
Shortest Journey: 39 [49] 42

Node 39 to node 43
Foremost Journey: 39 [49] 43
Shortest Journey: 39 [49] 43

Node 39 to node 44
Foremost Journey: 39 [49] 44
Shortest Journey: 39 [49] 44

Node 39 to node 45
Foremost Journey: 39 [49] 45
Shortest Journey: 39 [49] 45

Node 39 to node 46
Foremost Journey: 39 [49] 46
Shortest Journey: 39 [49] 46

Node 39 to node 47
Foremost Journey: 39 [49] 47
Shortest Journey: 39 [49] 47

Node 39 to node 48
Foremost Journey: 39 [49] 48
Shortest Journey: 39 [49] 48

Node 39 to node 49
Foremost Journey: 39 [49] 49
Shortest Journey: 39 [49] 49

Node 40 to node 0
Foremost Journey: 40 [49] 0
Shortest Journey: 40 [49] 0

Node 40 to node 1
Foremost Journey: 40 [49] 1
Shortest Journey: 40 [49] 1

Node 40 to node 2
Foremost Journey: 40 [49] 2
Shortest Journey: 40 [49] 2

Node 40 to node 3
Foremost Journey: 40 [49] 3
Shortest Journey: 40 [49] 3

Node 40 to node 4
Foremost Journey: 40 [49] 4
Shortest Journey: 40 [49] 4

Node 40 to node 5
Foremost Journey: 40 [49] 5
Shortest Journey: 40 [49] 5

Node 40 to node 6
Foremost Journey: 40 [49] 6
Shortest Journey: 40 [49] 6

Node 40 to node 7
Foremost Journey: 40 [49] 7
Shortest Journey: 40 [49] 7

Node 40 to node 8
Foremost Journey: 40 [49] 8
Shortest Journey: 40 [49] 8

Node 40 to node 9
Foremost Journey: 40 [49] 9
Shortest Journey: 40 [49] 9

Node 40 to node 10
Foremost Journey: 40 [49] 10
Shortest Journey: 40 [49] 10

Node 40 to node 11
Foremost Journey: 40 [49] 11
Shortest Journey: 40 [49] 11

Node 40 to node 12
Foremost Journey: 40 [49] 12
Shortest Journey: 40 [49] 12

Node 40 to node 13
Foremost Journey: 40 [49] 13
Shortest Journey: 40 [49] 13

Node 40 to node 14
Foremost Journey: 40 [49] 14
Shortest Journey: 40 [49] 14

Node 40 to node 15
Foremost Journey: 40 [49] 15
Shortest Journey: 40 [49] 15

Node 40 to node 16
Foremost Journey: 40 [49] 16
Shortest Journey: 40 [49] 16

Node 40 to node 17
Foremost Journey: 40 [49] 17
Shortest Journey: 40 [49] 17

Node 40 to node 18
Foremost Journey: 40 [49] 18
Shortest Journey: 40 [49] 18

Node 40 to node 19
Foremost Journey: 40 [49] 19
Shortest Journey: 40 [49] 19

Node 40 to node 20
Foremost Journey: 40 [49] 20
Shortest Journey: 40 [49] 20

Node 40 to node 21
Foremost Journey: 40 [49] 21
Shortest Journey: 40 [49] 21

Node 40 to node 22
Foremost Journey: 40 [49] 22
Shortest Journey: 40 [49] 22

Node 40 to node 23
Foremost Journey: 40 [49] 23
Shortest Journey: 40 [49] 23

Node 40 to node 24
Foremost Journey: 40 [49] 24
Shortest Journey: 40 [49] 24

Node 40 to node 25
Foremost Journey: 40 [49] 25
Shortest Journey: 40 [49] 25

Node 40 to node 26
Foremost Journey: 40 [49] 26
Shortest Journey: 40 [49] 26

Node 40 to node 27
Foremost Journey: 40 [49] 27
Shortest Journey: 40 [49] 27

Node 40 to node 28
Foremost Journey: 40 [49] 28
Shortest Journey: 40 [49] 28

Node 40 to node 29
Foremost Journey: 40 [49] 29
Shortest Journey: 40 [49] 29

Node 40 to node 30
Foremost Journey: 40 [49] 30
Shortest Journey: 40 [49] 30

Node 40 to node 31
Foremost Journey: 40 [49] 31
Shortest Journey: 40 [49] 31

Node 40 to node 32
Foremost Journey: 40 [49] 32
Shortest Journey: 40 [49] 32

Node 40 to node 33
Foremost Journey: 40 [49] 33
Shortest Journey: 40 [49] 33

Node 40 to node 34
Foremost Journey: 40 [49] 34
Shortest Journey: 40 [49] 34

Node 40 to node 35
Foremost Journey: 40 [49] 35
Shortest Journey: 40 [49] 35

Node 40 to node 36
Foremost Journey: 40 [49] 36
Shortest Journey: 40 [49] 36

Node 40 to node 37
Foremost Journey: 40 [49] 37
Shortest Journey: 40 [49] 37

Node 40 to node 38
Foremost Journey: 40 [49] 38
Shortest Journey: 40 [49] 38

Node 40 to node 39
Foremost Journey: 40 [49] 39
Shortest Journey: 40 [49] 39

Node 40 to node 41
Foremost Journey: 40 [49] 41
Shortest Journey: 40 [49] 41

Node 40 to node 42
Foremost Journey: 40 [49] 42
Shortest Journey: 40 [49] 42

Node 40 to node 43
Foremost Journey: 40 [49] 43
Shortest Journey: 40 [49] 43

Node 40 to node 44
Foremost Journey: 40 [49] 44
Shortest Journey: 40 [49] 44

Node 40 to node 45
Foremost Journey: 40 [49] 45
Shortest Journey: 40 [49] 45

Node 40 to node 46
Foremost Journey: 40 [49] 46
Shortest Journey: 40 [49] 46

Node 40 to node 47
Foremost Journey: 40 [49] 47
Shortest Journey: 40 [49] 47

Node 40 to node 48
Foremost Journey: 40 [49] 48
Shortest Journey: 40 [49] 48

Node 40 to node 49
Foremost Journey: 40 [49] 49
Shortest Journey: 40 [49] 49

Node 41 to node 0
Foremost Journey: 41 [49] 0
Shortest Journey: 41 [49] 0

Node 41 to node 1
Foremost Journey: 41 [49] 1
Shortest Journey: 41 [49] 1

Node 41 to node 2
Foremost Journey: 41 [49] 2
Shortest Journey: 41 [49] 2

Node 41 to node 3
Foremost Journey: 41 [49] 3
Shortest Journey: 41 [49] 3

Node 41 to node 4
Foremost Journey: 41 [49] 4
Shortest Journey: 41 [49] 4

Node 41 to node 5
Foremost Journey: 41 [49] 5
Shortest Journey: 41 [49] 5

Node 41 to node 6
Foremost Journey: 41 [49] 6
Shortest Journey: 41 [49] 6

Node 41 to node 7
Foremost Journey: 41 [49] 7
Shortest Journey: 41 [49] 7

Node 41 to node 8
Foremost Journey: 41 [49] 8
Shortest Journey: 41 [49] 8

Node 41 to node 9
Foremost Journey: 41 [49] 9
Shortest Journey: 41 [49] 9

Node 41 to node 10
Foremost Journey: 41 [49] 10
Shortest Journey: 41 [49] 10

Node 41 to node 11
Foremost Journey: 41 [49] 11
Shortest Journey: 41 [49] 11

Node 41 to node 12
Foremost Journey: 41 [49] 12
Shortest Journey: 41 [49] 12

Node 41 to node 13
Foremost Journey: 41 [49] 13
Shortest Journey: 41 [49] 13

Node 41 to node 14
Foremost Journey: 41 [49] 14
Shortest Journey: 41 [49] 14

Node 41 to node 15
Foremost Journey: 41 [49] 15
Shortest Journey: 41 [49] 15

Node 41 to node 16
Foremost Journey: 41 [49] 16
Shortest Journey: 41 [49] 16

Node 41 to node 17
Foremost Journey: 41 [49] 17
Shortest Journey: 41 [49] 17

Node 41 to node 18
Foremost Journey: 41 [49] 18
Shortest Journey: 41 [49] 18

Node 41 to node 19
Foremost Journey: 41 [49] 19
Shortest Journey: 41 [49] 19

Node 41 to node 20
Foremost Journey: 41 [49] 20
Shortest Journey: 41 [49] 20

Node 41 to node 21
Foremost Journey: 41 [49] 21
Shortest Journey: 41 [49] 21

Node 41 to node 22
Foremost Journey: 41 [49] 22
Shortest Journey: 41 [49] 22

Node 41 to node 23
Foremost Journey: 41 [49] 23
Shortest Journey: 41 [49] 23

Node 41 to node 24
Foremost Journey: 41 [49] 24
Shortest Journey: 41 [49] 24

Node 41 to node 25
Foremost Journey: 41 [49] 25
Shortest Journey: 41 [49] 25

Node 41 to node 26
Foremost Journey: 41 [49] 26
Shortest Journey: 41 [49] 26

Node 41 to node 27
Foremost Journey: 41 [49] 27
Shortest Journey: 41 [49] 27

Node 41 to node 28
Foremost Journey: 41 [49] 28
Shortest Journey: 41 [49] 28

Node 41 to node 29
Foremost Journey: 41 [49] 29
Shortest Journey: 41 [49] 29

Node 41 to node 30
Foremost Journey: 41 [49] 30
Shortest Journey: 41 [49] 30

Node 41 to node 31
Foremost Journey: 41 [49] 31
Shortest Journey: 41 [49] 31

Node 41 to node 32
Foremost Journey: 41 [49] 32
Shortest Journey: 41 [49] 32

Node 41 to node 33
Foremost Journey: 41 [49] 33
Shortest Journey: 41 [49] 33

Node 41 to node 34
Foremost Journey: 41 [49] 34
Shortest Journey: 41 [49] 34

Node 41 to node 35
Foremost Journey: 41 [49] 35
Shortest Journey: 41 [49] 35

Node 41 to node 36
Foremost Journey: 41 [49] 36
Shortest Journey: 41 [49] 36

Node 41 to node 37
Foremost Journey: 41 [49] 37
Shortest Journey: 41 [49] 37

Node 41 to node 38
Foremost Journey: 41 [49] 38
Shortest Journey: 41 [49] 38

Node 41 to node 39
Foremost Journey: 41 [49] 39
Shortest Journey: 41 [49] 39

Node 41 to node 40
Foremost Journey: 41 [49] 40
Shortest Journey: 41 [49] 40

Node 41 to node 42
Foremost Journey: 41 [49] 42
Shortest Journey: 41 [49] 42

Node 41 to node 43
Foremost Journey: 41 [49] 43
Shortest Journey: 41 [49] 43

Node 41 to node 44
Foremost Journey: 41 [49] 44
Shortest Journey: 41 [49] 44

Node 41 to node 45
Foremost Journey: 41 [49] 45
Shortest Journey: 41 [49] 45

Node 41 to node 46
Foremost Journey: 41 [49] 46
Shortest Journey: 41 [49] 46

Node 41 to node 47
Foremost Journey: 41 [49] 47
Shortest Journey: 41 [49] 47

Node 41 to node 48
Foremost Journey: 41 [49] 48
Shortest Journey: 41 [49] 48

Node 41 to node 49
Foremost Journey: 41 [49] 49
Shortest Journey: 41 [49] 49

Node 42 to node 0
Foremost Journey: 42 [49] 0
Shortest Journey: 42 [49] 0

Node 42 to node 1
Foremost Journey: 42 [49] 1
Shortest Journey: 42 [49] 1

Node 42 to node 2
Foremost Journey: 42 [49] 2
Shortest Journey: 42 [49] 2

Node 42 to node 3
Foremost Journey: 42 [49] 3
Shortest Journey: 42 [49] 3

Node 42 to node 4
Foremost Journey: 42 [49] 4
Shortest Journey: 42 [49] 4

Node 42 to node 5
Foremost Journey: 42 [49] 5
Shortest Journey: 42 [49] 5

Node 42 to node 6
Foremost Journey: 42 [49] 6
Shortest Journey: 42 [49] 6

Node 42 to node 7
Foremost Journey: 42 [49] 7
Shortest Journey: 42 [49] 7

Node 42 to node 8
Foremost Journey: 42 [49] 8
Shortest Journey: 42 [49] 8

Node 42 to node 9
Foremost Journey: 42 [49] 9
Shortest Journey: 42 [49] 9

Node 42 to node 10
Foremost Journey: 42 [49] 10
Shortest Journey: 42 [49] 10

Node 42 to node 11
Foremost Journey: 42 [49] 11
Shortest Journey: 42 [49] 11

Node 42 to node 12
Foremost Journey: 42 [49] 12
Shortest Journey: 42 [49] 12

Node 42 to node 13
Foremost Journey: 42 [49] 13
Shortest Journey: 42 [49] 13

Node 42 to node 14
Foremost Journey: 42 [49] 14
Shortest Journey: 42 [49] 14

Node 42 to node 15
Foremost Journey: 42 [49] 15
Shortest Journey: 42 [49] 15

Node 42 to node 16
Foremost Journey: 42 [49] 16
Shortest Journey: 42 [49] 16

Node 42 to node 17
Foremost Journey: 42 [49] 17
Shortest Journey: 42 [49] 17

Node 42 to node 18
Foremost Journey: 42 [49] 18
Shortest Journey: 42 [49] 18

Node 42 to node 19
Foremost Journey: 42 [49] 19
Shortest Journey: 42 [49] 19

Node 42 to node 20
Foremost Journey: 42 [49] 20
Shortest Journey: 42 [49] 20

Node 42 to node 21
Foremost Journey: 42 [49] 21
Shortest Journey: 42 [49] 21

Node 42 to node 22
Foremost Journey: 42 [49] 22
Shortest Journey: 42 [49] 22

Node 42 to node 23
Foremost Journey: 42 [49] 23
Shortest Journey: 42 [49] 23

Node 42 to node 24
Foremost Journey: 42 [49] 24
Shortest Journey: 42 [49] 24

Node 42 to node 25
Foremost Journey: 42 [49] 25
Shortest Journey: 42 [49] 25

Node 42 to node 26
Foremost Journey: 42 [49] 26
Shortest Journey: 42 [49] 26

Node 42 to node 27
Foremost Journey: 42 [49] 27
Shortest Journey: 42 [49] 27

Node 42 to node 28
Foremost Journey: 42 [49] 28
Shortest Journey: 42 [49] 28

Node 42 to node 29
Foremost Journey: 42 [49] 29
Shortest Journey: 42 [49] 29

Node 42 to node 30
Foremost Journey: 42 [49] 30
Shortest Journey: 42 [49] 30

Node 42 to node 31
Foremost Journey: 42 [49] 31
Shortest Journey: 42 [49] 31

Node 42 to node 32
Foremost Journey: 42 [49] 32
Shortest Journey: 42 [49] 32

Node 42 to node 33
Foremost Journey: 42 [49] 33
Shortest Journey: 42 [49] 33

Node 42 to node 34
Foremost Journey: 42 [49] 34
Shortest Journey: 42 [49] 34

Node 42 to node 35
Foremost Journey: 42 [49] 35
Shortest Journey: 42 [49] 35

Node 42 to node 36
Foremost Journey: 42 [49] 36
Shortest Journey: 42 [49] 36

Node 42 to node 37
Foremost Journey: 42 [49] 37
Shortest Journey: 42 [49] 37

Node 42 to node 38
Foremost Journey: 42 [49] 38
Shortest Journey: 42 [49] 38

Node 42 to node 39
Foremost Journey: 42 [49] 39
Shortest Journey: 42 [49] 39

Node 42 to node 40
Foremost Journey: 42 [49] 40
Shortest Journey: 42 [49] 40

Node 42 to node 41
Foremost Journey: 42 [49] 41
Shortest Journey: 42 [49] 41

Node 42 to node 43
Foremost Journey: 42 [49] 43
Shortest Journey: 42 [49] 43

Node 42 to node 44
Foremost Journey: 42 [49] 44
Shortest Journey: 42 [49] 44

Node 42 to node 45
Foremost Journey: 42 [49] 45
Shortest Journey: 42 [49] 45

Node 42 to node 46
Foremost Journey: 42 [49] 46
Shortest Journey: 42 [49] 46

Node 42 to node 47
Foremost Journey: 42 [49] 47
Shortest Journey: 42 [49] 47

Node 42 to node 48
Foremost Journey: 42 [49] 48
Shortest Journey: 42 [49] 48

Node 42 to node 49
Foremost Journey: 42 [49] 49
Shortest Journey: 42 [49] 49

Node 43 to node 0
Foremost Journey: 43 [49] 0
Shortest Journey: 43 [49] 0

Node 43 to node 1
Foremost Journey: 43 [49] 1
Shortest Journey: 43 [49] 1

Node 43 to node 2
Foremost Journey: 43 [49] 2
Shortest Journey: 43 [49] 2

Node 43 to node 3
Foremost Journey: 43 [49] 3
Shortest Journey: 43 [49] 3

Node 43 to node 4
Foremost Journey: 43 [49] 4
Shortest Journey: 43 [49] 4

Node 43 to node 5
Foremost Journey: 43 [49] 5
Shortest Journey: 43 [49] 5

Node 43 to node 6
Foremost Journey: 43 [49] 6
Shortest Journey: 43 [49] 6

Node 43 to node 7
Foremost Journey: 43 [49] 7
Shortest Journey: 43 [49] 7

Node 43 to node 8
Foremost Journey: 43 [49] 8
Shortest Journey: 43 [49] 8

Node 43 to node 9
Foremost Journey: 43 [49] 9
Shortest Journey: 43 [49] 9

Node 43 to node 10
Foremost Journey: 43 [49] 10
Shortest Journey: 43 [49] 10

Node 43 to node 11
Foremost Journey: 43 [49] 11
Shortest Journey: 43 [49] 11

Node 43 to node 12
Foremost Journey: 43 [49] 12
Shortest Journey: 43 [49] 12

Node 43 to node 13
Foremost Journey: 43 [49] 13
Shortest Journey: 43 [49] 13

Node 43 to node 14
Foremost Journey: 43 [49] 14
Shortest Journey: 43 [49] 14

Node 43 to node 15
Foremost Journey: 43 [49] 15
Shortest Journey: 43 [49] 15

Node 43 to node 16
Foremost Journey: 43 [49] 16
Shortest Journey: 43 [49] 16

Node 43 to node 17
Foremost Journey: 43 [49] 17
Shortest Journey: 43 [49] 17

Node 43 to node 18
Foremost Journey: 43 [49] 18
Shortest Journey: 43 [49] 18

Node 43 to node 19
Foremost Journey: 43 [49] 19
Shortest Journey: 43 [49] 19

Node 43 to node 20
Foremost Journey: 43 [49] 20
Shortest Journey: 43 [49] 20

Node 43 to node 21
Foremost Journey: 43 [49] 21
Shortest Journey: 43 [49] 21

Node 43 to node 22
Foremost Journey: 43 [49] 22
Shortest Journey: 43 [49] 22

Node 43 to node 23
Foremost Journey: 43 [49] 23
Shortest Journey: 43 [49] 23

Node 43 to node 24
Foremost Journey: 43 [49] 24
Shortest Journey: 43 [49] 24

Node 43 to node 25
Foremost Journey: 43 [49] 25
Shortest Journey: 43 [49] 25

Node 43 to node 26
Foremost Journey: 43 [49] 26
Shortest Journey: 43 [49] 26

Node 43 to node 27
Foremost Journey: 43 [49] 27
Shortest Journey: 43 [49] 27

Node 43 to node 28
Foremost Journey: 43 [49] 28
Shortest Journey: 43 [49] 28

Node 43 to node 29
Foremost Journey: 43 [49] 29
Shortest Journey: 43 [49] 29

Node 43 to node 30
Foremost Journey: 43 [49] 30
Shortest Journey: 43 [49] 30

Node 43 to node 31
Foremost Journey: 43 [49] 31
Shortest Journey: 43 [49] 31

Node 43 to node 32
Foremost Journey: 43 [49] 32
Shortest Journey: 43 [49] 32

Node 43 to node 33
Foremost Journey: 43 [49] 33
Shortest Journey: 43 [49] 33

Node 43 to node 34
Foremost Journey: 43 [49] 34
Shortest Journey: 43 [49] 34

Node 43 to node 35
Foremost Journey: 43 [49] 35
Shortest Journey: 43 [49] 35

Node 43 to node 36
Foremost Journey: 43 [49] 36
Shortest Journey: 43 [49] 36

Node 43 to node 37
Foremost Journey: 43 [49] 37
Shortest Journey: 43 [49] 37

Node 43 to node 38
Foremost Journey: 43 [49] 38
Shortest Journey: 43 [49] 38

Node 43 to node 39
Foremost Journey: 43 [49] 39
Shortest Journey: 43 [49] 39

Node 43 to node 40
Foremost Journey: 43 [49] 40
Shortest Journey: 43 [49] 40

Node 43 to node 41
Foremost Journey: 43 [49] 41
Shortest Journey: 43 [49] 41

Node 43 to node 42
Foremost Journey: 43 [49] 42
Shortest Journey: 43 [49] 42

Node 43 to node 44
Foremost Journey: 43 [49] 44
Shortest Journey: 43 [49] 44

Node 43 to node 45
Foremost Journey: 43 [49] 45
Shortest Journey: 43 [49] 45

Node 43 to node 46
Foremost Journey: 43 [49] 46
Shortest Journey: 43 [49] 46

Node 43 to node 47
Foremost Journey: 43 [49] 47
Shortest Journey: 43 [49] 47

Node 43 to node 48
Foremost Journey: 43 [49] 48
Shortest Journey: 43 [49] 48

Node 43 to node 49
Foremost Journey: 43 [49] 49
Shortest Journey: 43 [49] 49

Node 44 to node 0
Foremost Journey: 44 [49] 0
Shortest Journey: 44 [49] 0

Node 44 to node 1
Foremost Journey: 44 [49] 1
Shortest Journey: 44 [49] 1

Node 44 to node 2
Foremost Journey: 44 [49] 2
Shortest Journey: 44 [49] 2

Node 44 to node 3
Foremost Journey: 44 [49] 3
Shortest Journey: 44 [49] 3

Node 44 to node 4
Foremost Journey: 44 [49] 4
Shortest Journey: 44 [49] 4

Node 44 to node 5
Foremost Journey: 44 [49] 5
Shortest Journey: 44 [49] 5

Node 44 to node 6
Foremost Journey: 44 [49] 6
Shortest Journey: 44 [49] 6

Node 44 to node 7
Foremost Journey: 44 [49] 7
Shortest Journey: 44 [49] 7

Node 44 to node 8
Foremost Journey: 44 [49] 8
Shortest Journey: 44 [49] 8

Node 44 to node 9
Foremost Journey: 44 [49] 9
Shortest Journey: 44 [49] 9

Node 44 to node 10
Foremost Journey: 44 [49] 10
Shortest Journey: 44 [49] 10

Node 44 to node 11
Foremost Journey: 44 [49] 11
Shortest Journey: 44 [49] 11

Node 44 to node 12
Foremost Journey: 44 [49] 12
Shortest Journey: 44 [49] 12

Node 44 to node 13
Foremost Journey: 44 [49] 13
Shortest Journey: 44 [49] 13

Node 44 to node 14
Foremost Journey: 44 [49] 14
